KO_name	ko	ID11_1	ID12_1	ID13_1	ID14_1	ID15_1	ID17_1	ID18_1	ID19_1	ID20_1	ID21_1	ID22_1	ID23_1	ID24_1	ID25_1	ID26_1	ID27_1	ID28_1	ID29_1	ID30_1	ID31_1	ID32_1	ID33_1	ID34_1	ID35_1	ID36_1	ID37_1	ID38_1
K01480  speB; agmatinase [EC:3.5.3.11]	K01480	651	626	315	1871	651	252	3458	289	922	1241	789	2446	6484	1673	791	574	1694	1462	1927	369	867	1281	772	506	739	645	333
K01481  E3.5.3.15; protein-arginine deiminase [EC:3.5.3.15]	K01481	0	0	0	0	0	0	0	0	0	0	6	9	45	1	2	0	11	0	8	39	11	8	1	1	0	7	1
K01482  DDAH, ddaH; dimethylargininase [EC:3.5.3.18]	K01482	153	229	37	124	165	73	326	72	181	69	160	149	1112	129	160	73	259	369	281	40	187	301	164	100	117	152	74
K01483  allA; ureidoglycolate lyase [EC:4.3.2.3]	K01483	31	18	34	9	23	21	16	29	37	16	17	83	134	33	6	32	26	62	30	20	14	16	18	6	21	8	20
K01484  astB; succinylarginine dihydrolase [EC:3.5.3.23]	K01484	2	35	1	55	1	0	12	0	67	57	3	36	48	39	2	4	2	53	2	23	1	15	1	0	0	20	0
K01485  codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	K01485	420	465	146	1960	426	181	2954	171	1000	787	456	1316	3234	845	422	665	915	1404	1002	206	426	795	426	287	287	512	145
K01486  ade; adenine deaminase [EC:3.5.4.2]	K01486	136	109	50	345	128	56	1157	51	269	165	1238	772	7824	390	995	141	929	365	880	211	1017	2311	1263	840	734	786	542
K01487  guaD, GDA; guanine deaminase [EC:3.5.4.3]	K01487	273	205	124	1072	270	154	1671	119	614	286	153	619	1243	572	141	447	357	793	389	195	289	296	270	110	141	225	97
K01488  add, ADA; adenosine deaminase [EC:3.5.4.4]	K01488	1551	1616	534	4877	1146	804	5852	551	3411	2126	715	2585	7701	2642	781	2315	6314	4015	7380	594	1439	2234	876	513	581	1152	389
K01489  cdd, CDA; cytidine deaminase [EC:3.5.4.5]	K01489	261	465	122	1242	238	161	1254	109	725	462	636	609	5677	597	759	449	1819	741	2062	222	927	947	636	345	334	443	283
K01490  AMPD; AMP deaminase [EC:3.5.4.6]	K01490	20	0	12	2	4	20	10	13	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
K01491  folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	K01491	633	963	308	2718	651	369	4534	246	1511	1167	1153	2202	11340	1507	1318	880	3983	1676	4978	472	1613	2146	1216	710	877	1019	820
K01492  purNH; phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]	K01492	0	0	0	0	0	1	0	0	0	0	3	2	44	0	6	1	0	0	0	0	0	20	4	7	3	9	1
K01493  comEB; dCMP deaminase [EC:3.5.4.12]	K01493	81	247	25	453	80	63	832	29	332	315	621	633	6058	361	722	129	1804	359	1635	145	490	882	657	369	397	286	423
K01494  dcd; dCTP deaminase [EC:3.5.4.13]	K01494	638	827	291	2308	644	362	3297	256	1915	1213	417	2079	3549	2034	403	1032	2281	1758	3663	317	795	985	372	253	330	634	262
K01495  GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	K01495	354	593	133	1742	250	159	2482	153	1212	694	691	1245	6157	924	711	628	2419	1019	3068	219	1115	1375	747	419	472	624	678
K01496  hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	K01496	134	229	38	486	115	48	580	62	264	236	304	643	3416	281	376	163	1248	402	1333	93	389	673	352	242	287	286	320
K01497  ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]	K01497	230	327	106	837	166	146	948	83	650	628	159	1061	1776	734	207	417	1353	801	1664	104	295	444	206	129	197	290	175
K01498  ribD1; diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]	K01498	2	8	0	2	0	0	1	0	0	113	4	18	207	15	13	0	29	8	27	10	4	15	1	7	6	5	13
K01499  mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	K01499	7	38	0	52	0	1	341	1	47	8	243	79	1850	26	226	26	1131	2	1254	19	120	289	211	167	125	90	100
K01501  E3.5.5.1; nitrilase [EC:3.5.5.1]	K01501	154	104	73	356	222	96	703	77	219	483	107	791	625	562	70	215	159	502	223	53	170	159	111	82	137	201	49
K01502  E3.5.5.7; aliphatic nitrilase [EC:3.5.5.7]	K01502	64	40	23	159	31	28	280	15	85	292	30	654	180	356	17	102	36	258	60	31	185	82	73	25	55	149	37
K01505  E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	K01505	191	85	40	502	161	39	674	144	172	295	43	236	327	239	35	256	3	590	2	56	178	103	86	31	55	154	276
K01507  ppa; inorganic pyrophosphatase [EC:3.6.1.1]	K01507	461	559	207	1645	404	248	2171	229	1145	644	533	1070	4191	790	519	650	2261	1364	2764	241	455	997	398	324	312	507	186
K01509  ENTPD2; adenosinetriphosphatase [EC:3.6.1.-]	K01509	175	5	77	14	63	92	70	105	2	11	1	4	4	3	0	1	0	180	0	0	1	4	4	1	15	0	0
K01512  acyP; acylphosphatase [EC:3.6.1.7]	K01512	224	220	101	653	337	115	943	80	469	296	398	767	3410	361	407	246	1377	586	1725	136	533	904	398	279	277	332	299
K01513  ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]	K01513	0	0	0	0	0	0	0	0	0	0	12	0	110	0	9	0	0	0	0	0	16	5	24	6	7	1	8
K01514  PRUNE, PPX1; exopolyphosphatase [EC:3.6.1.11]	K01514	7	0	2	0	6	2	4	6	0	0	1	0	13	0	0	0	0	11	0	0	0	0	0	0	1	0	0
K01515  nudF; ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]	K01515	503	673	239	2180	454	256	2770	202	1450	890	710	1601	6992	1381	702	827	2994	1627	3840	326	1351	1578	714	425	502	712	530
K01517  ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]	K01517	0	0	0	0	0	0	0	0	0	0	1	2	11	0	1	0	33	0	52	1	0	0	0	0	1	2	0
K01518  NUDT2; bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]	K01518	9	23	2	114	15	6	40	1	95	28	36	84	385	83	34	5	87	33	78	32	57	75	31	46	33	39	15
K01519  rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K01519	2	0	1	0	0	1	0	0	0	0	15	14	302	0	33	0	0	0	0	0	1	9	21	1	12	0	0
K01520  dut, DUT; dUTP diphosphatase [EC:3.6.1.23]	K01520	191	312	47	795	151	47	925	109	454	394	453	1038	4268	703	448	286	1787	565	2613	241	541	1174	461	370	336	369	362
K01521  cdh; CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]	K01521	84	113	29	156	33	30	425	22	169	133	1	373	56	237	8	104	17	242	31	36	105	58	8	7	54	44	7
K01522  FHIT; bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]	K01522	0	0	1	0	0	3	1	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K01523  hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	K01523	25	47	8	292	8	6	338	4	115	114	32	392	470	162	65	79	17	110	28	32	105	215	66	64	67	150	49
K01524  ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	K01524	1255	1531	489	4768	1326	690	7004	534	2989	2426	1142	4682	10994	3189	1144	1735	6075	3407	9828	694	1636	2692	1367	891	1113	1525	1944
K01525  apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	K01525	63	106	22	45	52	26	111	33	72	90	6	468	20	387	2	54	0	70	1	16	64	31	5	12	63	75	3
K01526  E3.6.1.42; guanosine-diphosphatase [EC:3.6.1.42]	K01526	11	0	16	0	2	4	4	16	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K01527  EGD1, BTF3; nascent polypeptide-associated complex subunit beta	K01527	0	0	2	0	1	2	1	4	0	0	0	0	0	0	0	0	0	3	0	0	5	0	1	0	0	0	0
K01530  E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]	K01530	159	0	45	9	47	66	55	77	0	6	2	4	3	4	0	1	0	113	0	0	1	2	10	1	15	0	0
K01531  mgtA, mgtB; P-type Mg2+ transporter [EC:7.2.2.14]	K01531	266	3003	84	4143	288	60	2638	49	3183	3485	3455	9579	30430	6303	3282	904	11822	1237	12508	1140	4783	6973	4205	2394	2893	3489	3694
K01533  copB; P-type Cu2+ transporter [EC:7.2.2.9]	K01533	292	532	143	1178	187	133	1619	135	1761	1327	2192	5418	18896	3363	2528	765	4221	1002	2730	469	1527	3802	2558	1401	1640	1942	1694
K01534  zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	K01534	168	850	42	425	311	62	471	52	499	383	996	1038	7656	585	1046	179	2401	508	2790	181	1128	1193	1298	512	504	505	516
K01535  PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]	K01535	1721	6619	772	13278	1331	904	12354	603	9572	4870	5118	12377	51179	9106	5912	3925	26167	6833	31387	2050	4516	9019	4306	2750	3070	3398	2924
K01536  ENA; P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-]	K01536	74	0	23	2	26	24	26	21	1	1	1	0	10	2	0	0	0	14	0	0	0	0	0	0	2	2	0
K01537  ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]	K01537	747	1392	342	3277	380	329	3635	340	2705	2045	2416	3936	19502	2207	2529	1895	8318	3790	11210	932	2601	6796	2846	2440	1928	3045	2004
K01539  ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]	K01539	110	0	32	6	18	30	27	38	0	16	169	540	1186	50	133	0	14	55	97	96	101	1488	182	488	222	476	130
K01544  ATP12A; non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19]	K01544	3	0	3	0	1	2	2	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
K01546  kdpA; potassium-transporting ATPase potassium-binding subunit	K01546	1220	4117	529	8316	1130	631	10524	460	6813	4302	2530	8328	24338	6714	2634	2391	10962	3903	15114	1096	3770	4776	2660	1516	2035	2286	2175
K01547  kdpB; potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]	K01547	1091	3249	440	7444	929	584	9550	347	5487	3322	2773	7766	26021	5582	2938	2158	12087	3160	16196	922	3553	5068	2853	1688	2125	2034	2311
K01548  kdpC; potassium-transporting ATPase KdpC subunit	K01548	457	1193	173	2547	436	191	3118	209	1940	1314	902	2797	8903	1923	968	792	4389	1372	5607	427	1260	1833	922	539	652	944	784
K01551  arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	K01551	170	434	61	1507	385	53	2374	38	1126	887	1207	2359	8081	2010	956	210	4574	552	3862	208	815	1438	1444	545	733	700	789
K01555  FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	K01555	328	573	149	1331	596	170	2043	163	1100	1034	106	984	1344	821	97	492	660	1066	830	176	229	165	83	35	127	341	58
K01556  KYNU, kynU; kynureninase [EC:3.7.1.3]	K01556	813	544	336	1255	809	447	2264	311	1111	763	77	1120	589	1015	44	860	121	1326	156	166	341	214	91	68	236	285	89
K01557  FAHD1; acylpyruvate hydrolase [EC:3.7.1.5]	K01557	8	0	3	0	3	10	4	7	0	24	10	6	52	18	6	0	0	3	0	26	49	14	7	2	2	4	1
K01560  E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]	K01560	1287	471	547	2138	1156	798	3546	514	2130	1445	433	2214	3382	1697	329	1667	1764	2797	1561	331	640	992	422	259	373	752	255
K01561  dehH; haloacetate dehalogenase [EC:3.8.1.3]	K01561	418	181	67	674	227	126	891	183	347	541	22	971	105	625	11	419	5	907	6	75	48	84	32	14	97	259	35
K01562  DIO1; type I thyroxine 5'-deiodinase [EC:1.21.99.4]	K01562	26	0	45	0	54	38	5	33	0	6	0	0	2	0	0	38	0	124	0	0	0	0	0	0	2	0	0
K01563  dhaA; haloalkane dehalogenase [EC:3.8.1.5]	K01563	453	190	229	648	700	278	1924	289	408	463	81	705	313	519	19	491	50	1385	85	57	88	89	96	25	108	279	42
K01565  SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]	K01565	1	1	0	0	1	2	1	1	0	0	1	0	22	0	1	0	0	4	0	0	1	2	2	0	2	1	0
K01567  pdaA; peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]	K01567	0	0	0	0	0	0	0	0	0	0	26	0	237	0	40	0	5	0	8	1	13	14	33	7	6	2	3
K01568  PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1]	K01568	57	26	29	119	29	37	129	30	83	98	12	135	56	96	5	36	4	101	10	10	23	38	12	13	21	15	4
K01569  oxdD; oxalate decarboxylase [EC:4.1.1.2]	K01569	666	392	337	1793	603	448	2774	279	1673	543	13	540	51	645	1	1067	16	1747	65	72	36	37	14	6	80	172	25
K01571  oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]	K01571	151	115	56	263	225	79	494	89	187	100	506	1291	5076	554	511	112	937	187	1113	153	595	737	707	259	485	317	255
K01573  oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma	K01573	0	0	0	0	0	0	0	0	0	0	4	0	13	0	6	0	0	0	0	0	9	16	1	6	1	2	4
K01574  adc; acetoacetate decarboxylase [EC:4.1.1.4]	K01574	78	47	22	179	33	13	156	44	97	159	44	582	928	363	60	212	406	402	365	49	89	207	76	55	92	216	91
K01575  alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]	K01575	93	10	17	39	40	41	103	14	40	3	48	82	428	11	57	53	144	107	224	4	229	124	61	44	43	20	49
K01576  mdlC; benzoylformate decarboxylase [EC:4.1.1.7]	K01576	974	814	312	2943	910	397	3938	324	1883	1620	173	3278	846	1809	86	1397	147	2113	153	229	412	443	302	114	410	580	192
K01577  oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]	K01577	93	312	19	923	60	50	984	27	476	312	17	806	116	610	5	222	24	110	44	39	254	73	59	2	60	103	25
K01578  MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]	K01578	115	209	49	857	86	55	807	34	390	227	27	745	190	374	17	197	88	278	142	40	63	88	37	21	69	144	52
K01579  panD; aspartate 1-decarboxylase [EC:4.1.1.11]	K01579	11	143	4	85	33	7	145	4	111	30	269	260	2810	247	307	29	877	65	657	57	306	553	335	164	154	157	249
K01580  E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]	K01580	343	401	72	896	296	187	1487	162	399	626	783	1051	6923	489	971	263	4193	860	5771	272	388	1660	627	704	601	642	288
K01581  E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]	K01581	183	547	56	916	118	74	1517	62	462	638	353	1918	3732	946	365	453	745	506	860	185	1128	1105	554	320	352	748	579
K01582  E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]	K01582	31	27	42	57	125	33	172	13	27	11	198	350	2085	101	193	5	550	14	739	24	173	381	193	151	79	104	81
K01583  E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]	K01583	3	8	1	34	1	0	157	0	6	6	46	217	969	60	58	5	242	8	416	0	1	2	1	0	15	0	0
K01584  adiA; arginine decarboxylase [EC:4.1.1.19]	K01584	318	151	60	1010	159	74	1700	105	635	140	209	758	2389	517	166	573	2244	1479	1371	50	106	368	148	184	127	429	76
K01585  speA; arginine decarboxylase [EC:4.1.1.19]	K01585	865	954	445	1230	664	409	1906	235	793	833	1357	2037	10750	1245	1310	574	2486	1458	1807	273	1377	1973	1441	722	789	754	1179
K01586  lysA; diaminopimelate decarboxylase [EC:4.1.1.20]	K01586	866	1546	307	3599	1024	447	5433	375	2105	2257	2376	3966	19224	2662	2320	1527	6666	2703	8327	569	2908	3917	2589	1318	1597	1900	1653
K01587  PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]	K01587	21	38	5	231	30	20	43	6	125	116	23	300	359	139	58	39	0	25	0	12	56	28	23	8	30	22	18
K01588  purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	K01588	385	451	154	1174	338	218	1784	138	693	479	574	1129	5736	784	713	480	2310	807	2907	217	879	1190	652	394	465	527	412
K01589  purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	K01589	285	768	102	2122	281	119	3248	181	853	893	49	1095	498	942	63	650	1000	1112	971	114	380	135	31	43	107	243	40
K01590  hdc, HDC; histidine decarboxylase [EC:4.1.1.22]	K01590	35	1	4	11	15	4	10	7	16	4	17	67	435	57	32	4	335	9	196	46	4	39	12	12	18	17	13
K01591  pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	K01591	561	835	243	2155	587	301	3105	211	1314	1113	1217	2076	11158	1594	1175	825	4470	1394	5015	313	1470	1904	1203	727	841	804	742
K01593  DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]	K01593	1044	1383	475	3136	992	668	5602	393	2141	1553	1041	1897	8549	1753	1146	1304	2107	2479	2588	425	1369	2576	1078	725	756	1088	589
K01595  ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	K01595	1310	1793	518	3834	1284	749	6618	566	2856	2062	466	4693	6020	3332	531	2050	5395	3566	4947	719	1537	1592	617	428	801	1571	548
K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	K01596	1060	1542	459	2658	839	521	1915	391	2001	1683	904	3213	9171	2087	873	1580	4014	2511	5286	482	1833	2298	1108	644	846	1224	1017
K01597  MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]	K01597	25	5	5	0	16	14	39	12	2	38	33	23	332	21	38	7	5	58	7	8	56	106	98	40	44	63	791
K01598  PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	K01598	81	118	38	141	31	40	260	9	141	24	207	183	2825	97	258	23	743	64	618	41	401	457	332	97	164	155	159
K01599  hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]	K01599	1007	1812	334	4173	640	423	5164	362	2232	2002	5132	5043	40031	3255	3919	1324	13208	2502	15135	1102	4045	6999	4754	2161	2543	2851	2003
K01601  rbcL, cbbL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	K01601	309	312	66	541	442	106	1456	149	587	956	319	1508	2590	835	344	397	759	700	835	119	213	721	490	245	358	554	152
K01602  rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	K01602	69	56	26	116	141	35	274	42	95	234	4	289	12	155	0	90	0	180	0	30	19	37	10	6	20	101	9
K01607  pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	K01607	714	837	245	2501	684	377	3688	315	1559	1303	628	2740	6261	1460	704	1134	2030	2395	2654	405	868	1860	661	631	525	974	348
K01608  gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]	K01608	1	1	0	42	0	2	3	0	7	39	70	66	372	29	36	3	101	2	117	52	66	56	37	23	8	43	23
K01609  trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]	K01609	564	782	251	1983	542	301	3020	218	1227	990	612	1812	6133	1315	736	787	3075	1438	3908	337	1186	1176	767	416	518	584	478
K01610  E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	K01610	740	653	389	2666	584	455	4835	282	1360	1412	1720	2845	13214	1752	1815	751	5704	1843	5768	265	1385	2629	1768	959	1166	1052	684
K01611  speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]	K01611	82	69	42	302	102	57	318	48	124	59	93	187	971	75	99	130	397	132	330	38	84	327	86	98	56	129	62
K01612  bsdC; vanillate/4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.- 4.1.1.61]	K01612	6	75	6	128	30	19	16	1	109	29	31	88	135	32	20	2	230	8	340	16	9	74	73	20	29	36	20
K01613  psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]	K01613	637	759	241	1439	407	311	1842	274	1381	866	986	2681	7504	2115	860	777	2639	1265	2805	305	1131	1721	1020	581	678	763	600
K01615  gcdA; glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]	K01615	3	0	2	199	0	0	1	0	40	2	153	201	1196	36	113	2	215	3	313	22	126	162	268	57	130	14	80
K01616  kgd; multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61]	K01616	192	57	10	164	73	12	579	126	111	172	327	412	3565	159	562	226	8	510	20	68	145	300	214	81	139	169	69
K01617  dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	K01617	223	139	77	171	151	112	381	130	148	339	39	552	129	405	12	339	179	614	151	38	16	88	39	20	58	141	23
K01619  deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	K01619	530	934	227	1855	420	244	1868	220	1187	855	1414	1848	11811	1392	1264	821	5365	1608	5608	331	1595	2097	1404	718	845	861	669
K01620  ltaE; threonine aldolase [EC:4.1.2.48]	K01620	848	1118	368	3135	987	482	4757	375	1662	1432	1115	2015	9072	1958	1079	1192	4006	2435	4426	387	1423	1588	1225	531	681	968	484
K01621  xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	K01621	1457	3794	571	8991	1819	774	10912	705	6474	3999	2346	7772	24999	6677	2809	2988	12756	5391	14754	962	2853	5076	2195	1502	1788	2686	1272
K01622  K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	K01622	3	22	0	2	1	0	2	0	28	17	295	176	2452	64	334	1	1342	0	1359	8	40	341	224	184	179	72	86
K01623  ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	K01623	311	931	138	1807	573	152	2289	155	1132	756	878	2055	9117	1188	1172	563	3790	1385	4579	399	887	2026	876	591	638	939	492
K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	K01624	420	457	138	930	419	115	1230	175	481	885	1645	1869	11457	900	1565	504	2934	1062	2982	235	2224	2967	1810	1057	1003	1480	1006
K01625  eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	331	683	186	2123	356	228	3047	158	1144	852	786	1561	6311	1144	726	654	3869	1402	4408	240	1197	1140	945	343	478	588	673
K01626  E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	K01626	592	1088	135	2335	531	191	2651	285	941	1312	342	2711	3875	1859	487	865	3142	1749	4555	398	1059	784	405	207	453	811	241
K01627  kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	K01627	355	495	153	1341	226	230	1851	102	1034	704	738	1482	7328	1116	971	605	2266	970	2306	193	1493	1399	878	488	580	592	359
K01628  fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]	K01628	553	344	267	1682	504	295	2555	206	1194	1060	1225	1485	9167	1018	1231	665	2278	1388	2800	350	1121	2866	1385	918	932	1105	777
K01629  rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	K01629	31	52	13	92	33	9	241	18	123	12	123	86	1272	43	109	17	72	117	58	40	84	414	158	98	88	134	182
K01630  garL; 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]	K01630	53	95	39	382	36	24	413	29	216	215	96	610	709	377	71	98	248	179	221	54	133	161	164	36	88	116	106
K01631  dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]	K01631	110	96	43	130	70	41	384	35	109	15	58	83	355	82	39	76	160	209	208	18	54	72	54	26	43	48	160
K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]	K01633	128	217	37	549	147	44	1112	32	200	189	329	601	2772	367	358	120	689	162	827	92	386	509	330	178	228	271	226
K01634  SGPL1, DPL1; sphinganine-1-phosphate aldolase [EC:4.1.2.27]	K01634	377	291	124	1528	452	234	2789	146	1054	760	486	1389	5314	1519	610	681	2596	989	2857	224	230	427	354	129	317	279	125
K01635  lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]	K01635	375	307	216	1210	275	272	1754	141	1053	610	169	625	1376	708	119	688	729	1104	507	78	132	200	152	84	170	208	75
K01637  E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]	K01637	804	1054	311	2033	845	393	3507	321	1695	1791	1414	3540	12593	2834	1588	741	3323	1906	2364	743	1470	1550	1734	482	648	1054	569
K01638  aceB, glcB; malate synthase [EC:2.3.3.9]	K01638	1144	976	562	3431	869	602	5121	427	2474	1941	499	3113	2358	2337	275	1292	790	2516	483	427	528	428	356	155	473	789	133
K01639  E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]	K01639	10	15	3	65	4	1	88	4	38	30	61	39	432	31	47	12	57	15	51	4	39	39	52	21	21	23	10
K01640  HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	K01640	488	584	229	1710	632	294	2608	184	1194	830	282	1700	2846	1156	308	594	1128	1131	1066	170	394	576	338	195	292	345	330
K01641  HMGCS; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	K01641	10	8	11	76	32	15	74	17	52	83	450	177	3462	53	481	43	1085	152	1359	11	145	606	393	289	273	164	381
K01643  citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	K01643	12	9	5	4	0	1	1	0	19	507	697	654	4863	911	776	29	674	61	875	183	476	834	668	336	394	350	179
K01644  citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	K01644	496	614	173	2200	541	203	3571	198	934	1247	663	2477	4166	1869	613	742	899	1241	1152	465	772	938	673	356	530	761	292
K01646  citD; citrate lyase subunit gamma (acyl carrier protein)	K01646	3	0	0	2	0	0	0	0	1	0	410	7	2734	0	471	0	110	0	140	9	284	455	358	202	160	152	119
K01647  CS, gltA; citrate synthase [EC:2.3.3.1]	K01647	1714	1599	678	5576	2108	817	9126	716	3375	3243	1591	5923	13902	4166	1601	2102	6701	3797	7956	779	2161	3248	1595	1048	1258	2117	843
K01648  ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	K01648	38	0	18	1	13	16	14	23	0	1	48	29	235	1	17	0	2	31	2	5	15	57	15	33	23	48	8
K01649  leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]	K01649	1799	2317	760	6319	1435	834	8333	734	3756	3536	3505	7298	33929	4489	3729	2869	16858	4450	20317	1196	4623	6719	3729	2085	2397	3089	2776
K01652  E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	K01652	3443	4809	1239	14592	3676	1616	19601	1542	9364	7950	4955	16516	41663	10299	4669	5208	14056	8722	17170	2052	5815	9491	6040	3561	4207	5285	3681
